,Column Name,Label,Table Name,Table Description
161,S1702_C03_030E,Estimate!!Total!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
162,S1702_C03_031E,Estimate!!Total!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
163,S1702_C03_032E,Estimate!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
164,S1702_C03_033E,Estimate!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
165,S1702_C03_034E,Estimate!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
166,S1702_C03_035E,Estimate!!Total!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
167,S1702_C03_036E,Estimate!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
168,S1702_C03_037E,Estimate!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
169,S1702_C03_038E,Estimate!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
170,S1702_C03_039E,Estimate!!Total!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
171,S1702_C03_040E,Estimate!!Total!!Married-couple families!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars),S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
172,S1702_C03_041E,Estimate!!Total!!Married-couple families!!Families!!TENURE!!Owner occupied,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
173,S1702_C03_042E,Estimate!!Total!!Married-couple families!!Families!!TENURE!!Renter Occupied,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
174,S1702_C03_043E,Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
175,S1702_C03_044E,Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
176,S1702_C03_045E,Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
177,S1702_C03_046E,Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
178,S1702_C03_047E,Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
179,S1702_C03_048E,Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
180,S1702_C03_049E,Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
181,S1702_C03_050E,Estimate!!Total!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
182,S1702_C04_001E,Estimate!!Percent below poverty level!!Married-couple families!!Families,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
183,S1702_C04_002E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
184,S1702_C04_003E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
185,S1702_C04_004E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
186,S1702_C04_005E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17  years,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
187,S1702_C04_006E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
188,S1702_C04_007E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
189,S1702_C04_008E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
190,S1702_C04_009E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
191,S1702_C04_010E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
192,S1702_C04_011E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
193,S1702_C04_012E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
194,S1702_C04_013E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race),S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
195,S1702_C04_014E,"Estimate!!Percent below poverty level!!Married-couple families!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
196,S1702_C04_015E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!Householder worked,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
197,S1702_C04_016E,"Estimate!!Percent below poverty level!!Married-couple families!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
198,S1702_C04_017E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!Householder 65 years and over,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
199,S1702_C04_018E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
200,S1702_C04_019E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!Family received --!!Social security income in the past 12 months,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
201,S1702_C04_020E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
202,S1702_C04_021E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency),S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
203,S1702_C04_022E,"Estimate!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
204,S1702_C04_023E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
205,S1702_C04_024E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
206,S1702_C04_025E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
207,S1702_C04_026E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
208,S1702_C04_027E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
209,S1702_C04_028E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
210,S1702_C04_029E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
211,S1702_C04_030E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
212,S1702_C04_031E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more own children of the householder,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
213,S1702_C04_032E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!2 people,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
214,S1702_C04_033E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!3 or 4 people,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
215,S1702_C04_034E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!5 or 6 people,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
216,S1702_C04_035E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF PEOPLE IN FAMILY!!7 or more people,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
217,S1702_C04_036E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!No workers,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
218,S1702_C04_037E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!1 worker,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
219,S1702_C04_038E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!2 workers,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
220,S1702_C04_039E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!NUMBER OF WORKERS IN FAMILY!!3 or more workers,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
221,S1702_C04_040E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars),S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
222,S1702_C04_041E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!TENURE!!Owner occupied,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
223,S1702_C04_042E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!TENURE!!Renter Occupied,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
224,S1702_C04_043E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
225,S1702_C04_044E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
226,S1702_C04_045E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
227,S1702_C04_046E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
228,S1702_C04_047E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
229,S1702_C04_048E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
230,S1702_C04_049E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
231,S1702_C04_050E,Estimate!!Percent below poverty level!!Married-couple families!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level,S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
232,S1702_C05_001E,"Estimate!!Total!!Female householder, no spouse present!!Families",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
233,S1702_C05_002E,"Estimate!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
234,S1702_C05_003E,"Estimate!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
235,S1702_C05_004E,"Estimate!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
236,S1702_C05_005E,"Estimate!!Total!!Female householder, no spouse present!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17  years",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
237,S1702_C05_006E,"Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
238,S1702_C05_007E,"Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
239,S1702_C05_008E,"Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
240,S1702_C05_009E,"Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
241,S1702_C05_010E,"Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
242,S1702_C05_011E,"Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
243,S1702_C05_012E,"Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
244,S1702_C05_013E,"Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
245,S1702_C05_014E,"Estimate!!Total!!Female householder, no spouse present!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
246,S1702_C05_015E,"Estimate!!Total!!Female householder, no spouse present!!Families!!Householder worked",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
247,S1702_C05_016E,"Estimate!!Total!!Female householder, no spouse present!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months",S1702,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES
