"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","05129","Searcy County, AR","5,666","0","553","87","9.8","1.5","5,113","87","90.2","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","05131","Sebastian County, AR","104,222","0","13,374","1,480","12.8","1.4","90,848","1,480","87.2","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","05133","Sevier County, AR","13,786","0","2,368","309","17.2","2.2","11,418","309","82.8","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","05135","Sharp County, AR","12,544","0","1,287","190","10.3","1.5","11,257","190","89.7","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","05137","Stone County, AR","8,874","0","1,002","149","11.3","1.7","7,872","149","88.7","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","05139","Union County, AR","30,095","0","2,836","391","9.4","1.3","27,259","391","90.6","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","05141","Van Buren County, AR","11,842","0","1,152","174","9.7","1.5","10,690","174","90.3","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","05143","Washington County, AR","206,748","0","26,994","2,623","13.1","1.3","179,754","2,623","86.9","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","05145","White County, AR","62,339","0","7,002","878","11.2","1.4","55,337","878","88.8","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","05147","Woodruff County, AR","4,543","0","420","67","9.2","1.5","4,123","67","90.8","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","05149","Yell County, AR","16,961","0","2,294","304","13.5","1.8","14,667","304","86.5","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06000","California","33,073,406","0","2,702,033","41,143","8.2","0.1","30,371,373","41,143","91.8","0.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06001","Alameda County, CA","1,439,179","0","70,851","5,365","4.9","0.4","1,368,328","5,365","95.1","0.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06003","Alpine County, CA","838","0","92","15","11.0","1.8","746","15","89.0","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06005","Amador County, CA","24,824","0","1,599","243","6.4","1.0","23,225","243","93.6","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06007","Butte County, CA","170,518","0","12,276","1,544","7.2","0.9","158,242","1,544","92.8","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06009","Calaveras County, CA","32,637","0","2,365","342","7.2","1.0","30,272","342","92.8","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06011","Colusa County, CA","17,884","0","2,327","323","13.0","1.8","15,557","323","87.0","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06013","Contra Costa County, CA","973,946","0","52,246","4,644","5.4","0.5","921,700","4,644","94.6","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06015","Del Norte County, CA","19,669","0","1,397","207","7.1","1.1","18,272","207","92.9","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06017","El Dorado County, CA","150,073","0","8,069","1,009","5.4","0.7","142,004","1,009","94.6","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06019","Fresno County, CA","851,418","0","75,245","5,904","8.8","0.7","776,173","5,904","91.2","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06021","Glenn County, CA","23,089","0","2,816","385","12.2","1.7","20,273","385","87.8","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06023","Humboldt County, CA","106,523","0","8,194","1,114","7.7","1.0","98,329","1,114","92.3","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06025","Imperial County, CA","144,481","0","12,827","1,598","8.9","1.1","131,654","1,598","91.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06027","Inyo County, CA","13,565","0","1,387","186","10.2","1.4","12,178","186","89.8","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06029","Kern County, CA","757,387","0","72,557","5,984","9.6","0.8","684,830","5,984","90.4","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06031","Kings County, CA","119,273","0","10,606","1,341","8.9","1.1","108,667","1,341","91.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06033","Lake County, CA","48,369","0","3,723","511","7.7","1.1","44,646","511","92.3","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06035","Lassen County, CA","18,280","0","817","134","4.5","0.7","17,463","134","95.5","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06037","Los Angeles County, CA","8,410,256","0","856,709","22,840","10.2","0.3","7,553,547","22,840","89.8","0.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06039","Madera County, CA","126,018","0","12,806","1,521","10.2","1.2","113,212","1,521","89.8","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06041","Marin County, CA","194,586","0","8,224","1,016","4.2","0.5","186,362","1,016","95.8","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06043","Mariposa County, CA","12,041","0","971","154","8.1","1.3","11,070","154","91.9","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06045","Mendocino County, CA","64,520","0","7,213","859","11.2","1.3","57,307","859","88.8","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06047","Merced County, CA","237,106","0","24,983","2,583","10.5","1.1","212,123","2,583","89.5","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06049","Modoc County, CA","6,042","0","523","78","8.7","1.3","5,519","78","91.3","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06051","Mono County, CA","11,842","0","1,302","200","11.0","1.7","10,540","200","89.0","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06053","Monterey County, CA","351,464","0","40,323","3,577","11.5","1.0","311,141","3,577","88.5","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06055","Napa County, CA","106,518","0","9,167","1,083","8.6","1.0","97,351","1,083","91.4","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06057","Nevada County, CA","70,734","0","4,354","596","6.2","0.8","66,380","596","93.8","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06059","Orange County, CA","2,696,297","0","203,515","10,960","7.5","0.4","2,492,782","10,960","92.5","0.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06061","Placer County, CA","325,141","0","14,599","1,730","4.5","0.5","310,542","1,730","95.5","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06063","Plumas County, CA","13,002","0","811","121","6.2","0.9","12,191","121","93.8","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06065","Riverside County, CA","2,078,901","0","197,079","10,910","9.5","0.5","1,881,822","10,910","90.5","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06067","Sacramento County, CA","1,325,994","0","84,634","6,390","6.4","0.5","1,241,360","6,390","93.6","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06069","San Benito County, CA","55,228","0","4,561","601","8.3","1.1","50,667","601","91.7","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06071","San Bernardino County, CA","1,876,276","0","167,086","10,092","8.9","0.5","1,709,190","10,092","91.1","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06073","San Diego County, CA","2,775,641","0","228,785","12,265","8.2","0.4","2,546,856","12,265","91.8","0.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06075","San Francisco County, CA","734,961","0","35,804","3,541","4.9","0.5","699,157","3,541","95.1","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06077","San Joaquin County, CA","657,099","0","50,785","4,317","7.7","0.7","606,314","4,317","92.3","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06079","San Luis Obispo County, CA","208,532","0","14,226","1,656","6.8","0.8","194,306","1,656","93.2","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06081","San Mateo County, CA","649,479","0","28,282","2,819","4.4","0.4","621,197","2,819","95.6","0.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06083","Santa Barbara County, CA","355,923","0","41,787","3,712","11.7","1.0","314,136","3,712","88.3","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06085","Santa Clara County, CA","1,686,840","0","84,138","6,134","5.0","0.4","1,602,702","6,134","95.0","0.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06087","Santa Cruz County, CA","211,832","0","16,865","1,907","8.0","0.9","194,967","1,907","92.0","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06089","Shasta County, CA","139,363","0","9,688","1,221","7.0","0.9","129,675","1,221","93.0","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06091","Sierra County, CA","2,003","0","156","25","7.8","1.2","1,847","25","92.2","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06093","Siskiyou County, CA","31,087","0","2,365","329","7.6","1.1","28,722","329","92.4","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06095","Solano County, CA","365,792","0","22,621","2,468","6.2","0.7","343,171","2,468","93.8","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06097","Sonoma County, CA","383,532","0","27,357","2,697","7.1","0.7","356,175","2,697","92.9","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06099","Stanislaus County, CA","469,562","0","34,968","3,328","7.4","0.7","434,594","3,328","92.6","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06101","Sutter County, CA","80,853","0","7,312","906","9.0","1.1","73,541","906","91.0","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06103","Tehama County, CA","50,399","0","4,104","576","8.1","1.1","46,295","576","91.9","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06105","Trinity County, CA","8,439","0","654","101","7.7","1.2","7,785","101","92.3","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06107","Tulare County, CA","402,001","0","38,026","3,639","9.5","0.9","363,975","3,639","90.5","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06109","Tuolumne County, CA","36,258","0","2,331","347","6.4","1.0","33,927","347","93.6","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06111","Ventura County, CA","698,290","0","56,988","4,604","8.2","0.7","641,302","4,604","91.8","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06113","Yolo County, CA","183,361","0","10,869","1,333","5.9","0.7","172,492","1,333","94.1","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","06115","Yuba County, CA","68,240","0","5,668","830","8.3","1.2","62,572","830","91.7","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08000","Colorado","4,838,977","0","478,483","16,318","9.9","0.3","4,360,494","16,318","90.1","0.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08001","Adams County, CO","456,505","0","56,964","4,221","12.5","0.9","399,541","4,221","87.5","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08003","Alamosa County, CO","12,735","0","1,872","248","14.7","1.9","10,863","248","85.3","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08005","Arapahoe County, CO","563,320","0","56,459","4,147","10.0","0.7","506,861","4,147","90.0","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08007","Archuleta County, CO","10,127","0","1,579","200","15.6","2.0","8,548","200","84.4","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08009","Baca County, CO","2,570","0","304","46","11.8","1.8","2,266","46","88.2","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08011","Bent County, CO","2,843","0","244","40","8.6","1.4","2,599","40","91.4","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08013","Boulder County, CO","270,105","0","19,086","1,865","7.1","0.7","251,019","1,865","92.9","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08014","Broomfield County, CO","62,414","0","3,669","555","5.9","0.9","58,745","555","94.1","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08015","Chaffee County, CO","13,889","0","1,695","239","12.2","1.7","12,194","239","87.8","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08017","Cheyenne County, CO","1,355","0","173","25","12.8","1.8","1,182","25","87.2","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08019","Clear Creek County, CO","7,438","0","619","91","8.3","1.2","6,819","91","91.7","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08021","Conejos County, CO","6,300","0","740","105","11.7","1.7","5,560","105","88.3","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08023","Costilla County, CO","2,790","0","408","58","14.6","2.1","2,382","58","85.4","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08025","Crowley County, CO","2,227","0","176","31","7.9","1.4","2,051","31","92.1","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08027","Custer County, CO","3,236","0","371","55","11.5","1.7","2,865","55","88.5","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08029","Delta County, CO","21,768","0","2,879","365","13.2","1.7","18,889","365","86.8","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08031","Denver County, CO","633,350","0","76,078","5,185","12.0","0.8","557,272","5,185","88.0","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08033","Dolores County, CO","1,528","0","163","25","10.7","1.6","1,365","25","89.3","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08035","Douglas County, CO","319,784","0","15,196","1,693","4.8","0.5","304,588","1,693","95.2","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08037","Eagle County, CO","47,357","0","7,729","905","16.3","1.9","39,628","905","83.7","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08039","Elbert County, CO","22,447","0","2,006","269","8.9","1.2","20,441","269","91.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08041","El Paso County, CO","610,130","0","52,936","4,265","8.7","0.7","557,194","4,265","91.3","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08043","Fremont County, CO","29,300","0","2,771","374","9.5","1.3","26,529","374","90.5","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08045","Garfield County, CO","50,651","0","9,511","1,001","18.8","2.0","41,140","1,001","81.2","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08047","Gilpin County, CO","5,038","0","245","45","4.9","0.9","4,793","45","95.1","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08049","Grand County, CO","12,664","0","1,770","242","14.0","1.9","10,894","242","86.0","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","08051","Gunnison County, CO","14,186","0","1,671","257","11.8","1.8","12,515","257","88.2","1.8"
